subject,sessionIndex,rep,Hold,Down-Down,Up-Down
Chris,10,7,0.124182463,0.62186861,0.497686148
Chris,10,8,0.127159595,0.265592575,0.13843298
Chris,10,9,0.121522903,0.430457115,0.308934212
Chris,10,10,0.144663572,0.343883514,0.199219942
Chris,1,1,0.180286646,0.524281025,0.343994379
Chris,1,2,0.179124594,1.038517714,0.85939312
Chris,1,3,0.134734154,0.340789557,0.206055403
Chris,1,4,0.131094217,0.379715681,0.248621464
Chris,1,5,0.167020559,0.461130142,0.294109583
Chris,1,6,0.176172495,0.502406836,0.326234341
Chris,1,7,0.155683517,0.613914251,0.458230734
Chris,1,8,0.151356459,0.363533735,0.212177277
Chris,1,9,0.151656151,0.391093969,0.239437819
Chris,1,10,0.179850817,0.401965141,0.222114325
Chris,2,1,0.151981592,0.961158752,0.80917716
Chris,2,2,0.13382411,0.689082623,0.555258512
Chris,2,3,0.139656544,0.302114725,0.162458181
Chris,2,4,0.140823603,0.348825932,0.208002329
Chris,2,5,0.117159367,0.359186172,0.242026806
Chris,2,6,0.15247941,0.330950737,0.178471327
Chris,2,7,0.143247843,0.350299597,0.207051754
Chris,2,8,0.12724185,0.278655529,0.151413679
Chris,2,9,0.129697561,0.272674561,0.142976999
Chris,2,10,0.151896954,0.409393787,0.257496834
Chris,3,1,0.150899172,0.355482101,0.20458293
Chris,3,2,0.12557745,0.345686674,0.220109224
Chris,3,3,0.134203196,0.301017284,0.166814089
Chris,3,4,0.147768736,0.348209858,0.200441122
Chris,3,5,0.134860754,0.287054539,0.152193785
Chris,3,6,0.1444695,0.491540432,0.347070932
Chris,3,7,0.126383066,0.274265528,0.147882462
Chris,3,8,0.11894536,0.324154854,0.205209494
Chris,3,9,0.133966923,0.301737547,0.167770624
Chris,3,10,0.157432079,0.537432909,0.38000083
Chris,4,1,0.149209976,0.386814356,0.23760438
Chris,4,2,0.116700888,0.371412277,0.25471139
Chris,4,3,0.079903126,0.815662622,0.735759497
Chris,4,4,0.157871246,0.346621037,0.18874979
Chris,4,5,0.133132458,0.27845788,0.145325422
Chris,4,6,0.133610964,0.532398462,0.398787498
Chris,4,7,0.161073923,0.513781786,0.352707863
Chris,4,8,0.150609016,0.463043213,0.312434196
Chris,4,9,0.143665314,0.306407213,0.162741899
Chris,4,10,0.128296137,1.227879286,1.099583149
Chris,5,1,0.124586344,0.302348137,0.177761793
Chris,5,2,0.116527796,0.276008368,0.159480572
Chris,5,3,0.125171185,0.410022497,0.284851313
Chris,5,4,0.157115459,0.337118864,0.180003405
Chris,5,5,0.145945311,0.391986609,0.246041298
Chris,5,6,0.150829554,0.619250298,0.468420744
Chris,5,7,0.154300451,0.450694323,0.296393871
Chris,5,8,0.157314777,0.440234423,0.282919645
Chris,5,9,0.153406382,0.533787727,0.380381346
Chris,5,10,0.171467304,0.552234173,0.380766869
Chris,6,1,0.146094799,0.605315447,0.459220648
Chris,6,2,0.155012131,0.377280474,0.222268343
Chris,6,3,0.175716639,0.524084806,0.348368168
Chris,6,4,0.135447502,0.436760187,0.301312685
Chris,6,5,0.138885975,0.423933744,0.28504777
Chris,6,6,0.155775547,0.38264823,0.226872683
Chris,6,7,0.17179203,0.924261808,0.752469778
Chris,6,8,0.140714407,0.314630508,0.173916101
Chris,6,9,0.132303953,0.803511858,0.671207905
Chris,6,10,0.156903744,0.319527626,0.162623882
Chris,7,1,0.15768981,0.367943287,0.210253477
Chris,7,2,0.182751894,0.397442102,0.214690208
Chris,7,3,0.17663455,0.668338776,0.491704226
Chris,7,4,0.146123409,0.379472733,0.233349323
Chris,7,5,0.215881348,0.611526012,0.395644665
Chris,7,6,0.141370058,0.559097052,0.417726994
Chris,7,7,0.168087959,0.459273815,0.291185856
Chris,7,8,0.149929285,0.464984179,0.315054893
Chris,7,9,0.162012577,0.365043402,0.203030825
Chris,7,10,0.156726837,0.305036545,0.148309708
Chris,8,1,0.179342747,0.468745947,0.2894032
Chris,8,2,0.15792799,0.36932373,0.211395741
Chris,8,3,0.169859409,0.582621813,0.412762403
Chris,8,4,0.191307068,0.347068071,0.155761003
Chris,8,5,0.175731182,0.43005085,0.254319668
Chris,8,6,0.158998728,0.376608133,0.217609406
Chris,8,7,0.15481329,0.333127022,0.178313732
Chris,8,8,0.149631262,0.320305824,0.170674562
Chris,8,9,0.141596556,0.311723709,0.170127153
Chris,8,10,0.149371147,0.335312605,0.185941458
Chris,9,1,0.137719393,0.532895565,0.395176172
Chris,9,2,0.142028093,0.313667059,0.171638966
Chris,9,3,0.131577969,0.323523998,0.19194603
Chris,9,4,0.141618967,0.401546478,0.259927511
Chris,9,5,0.138825655,0.472869635,0.33404398
Chris,9,6,0.160592556,0.560029507,0.399436951
Chris,9,7,0.149958372,0.369882345,0.219923973
Chris,9,8,0.166975021,0.533743858,0.366768837
Chris,9,9,0.154223919,0.660476923,0.506253004
Chris,9,10,0.163871288,0.603567839,0.43969655
Chris,10,1,0.144110203,1.089934587,0.945824385
Chris,10,2,0.136137009,0.306299925,0.170162916
Chris,10,3,0.140970707,0.302937508,0.161966801
Chris,10,4,0.148365974,0.375325441,0.226959467
Chris,10,5,0.174288273,0.821424484,0.647136211
Chris,10,6,0.172779322,0.502254248,0.329474926
Chris,10,7,0.112153292,1.49802804,1.385874748
Chris,10,8,0.141885757,0.319107771,0.177222013
Chris,10,9,0.156990767,0.951452971,0.794462204
Chris,10,10,0.159850121,0.355745792,0.195895672
Chris,1,1,0.156977654,0.210104942,0.053127289
Chris,1,2,0.151009321,0.204589367,0.053580046
Chris,1,3,0.132641077,0.208364248,0.075723171
Chris,1,4,0.130621195,0.163878679,0.033257484
Chris,1,5,0.111686707,0.187312126,0.07562542
Chris,1,6,0.151573658,0.196876287,0.045302629
Chris,1,7,0.153620481,0.185491562,0.03187108
Chris,1,8,0.138745546,0.186166286,0.04742074
Chris,1,9,0.137387753,0.186885595,0.049497843
Chris,1,10,0.134059668,0.18401885,0.049959183
Chris,2,1,0.091884613,0.393910408,0.302025795
Chris,2,2,0.105918407,0.428995132,0.323076725
Chris,2,3,0.127860546,0.150020838,0.022160292
Chris,2,4,0.138231754,0.168114424,0.029882669
Chris,2,5,0.123833418,0.162320375,0.038486958
Chris,2,6,0.12079525,0.157126427,0.036331177
Chris,2,7,0.132196665,0.17503953,0.042842865
Chris,2,8,0.144115686,0.165877819,0.021762133
Chris,2,9,0.130108356,0.163475513,0.033367157
Chris,2,10,0.136600018,0.178900242,0.042300224
Chris,3,1,0.115737915,0.208865643,0.093127728
Chris,3,2,0.11869216,0.165088177,0.046396017
Chris,3,3,0.121754408,0.162983418,0.04122901
Chris,3,4,0.123758078,0.17926693,0.055508852
Chris,3,5,0.148502827,0.177786827,0.029284
Chris,3,6,0.149935007,0.211894751,0.061959743
Chris,3,7,0.126816273,0.184931278,0.058115005
Chris,3,8,0.126754045,0.178660393,0.051906347
Chris,3,9,0.14487195,0.173249245,0.028377295
Chris,3,10,0.14575386,0.218978882,0.073225021
Chris,4,1,0.135676384,0.183804989,0.048128605
Chris,4,2,0.163551331,0.246801615,0.083250284
Chris,4,3,0.143364668,0.17540288,0.032038212
Chris,4,4,0.140629768,0.172748566,0.032118797
Chris,4,5,0.113570213,0.150524616,0.036954403
Chris,4,6,0.14907217,0.209865093,0.060792923
Chris,4,7,0.169891596,0.251844168,0.081952572
Chris,4,8,0.154559135,0.189108133,0.034548998
Chris,4,9,0.136034489,0.162727833,0.026693344
Chris,4,10,0.129891157,0.155792713,0.025901556
Chris,5,1,0.136751175,0.183632612,0.046881437
Chris,5,2,0.149038792,0.183125973,0.034087181
Chris,5,3,0.145953417,0.307739735,0.161786318
Chris,5,4,0.159241438,0.194304943,0.035063505
Chris,5,5,0.140650034,0.185809612,0.045159578
Chris,5,6,0.150680065,0.200046301,0.049366236
Chris,5,7,0.14048481,0.237846375,0.097361565
Chris,5,8,0.174072027,0.299003601,0.124931574
Chris,5,9,0.164670229,0.27150321,0.106832981
Chris,5,10,0.15233469,0.207082033,0.054747343
Chris,6,1,0.136289358,0.166079283,0.029789925
Chris,6,2,0.149684906,0.272416353,0.122731447
Chris,6,3,0.136208296,0.149896145,0.013687849
Chris,6,4,0.145104408,0.207859755,0.062755346
Chris,6,5,0.130285978,0.176214933,0.045928955
Chris,6,6,0.162320375,0.217669487,0.055349112
Chris,6,7,0.151296377,0.176665783,0.025369406
Chris,6,8,0.143766165,0.190207958,0.046441793
Chris,6,9,0.170977592,0.226410866,0.055433273
Chris,6,10,0.144271851,0.175394058,0.031122208
Chris,7,1,0.138215303,0.181339025,0.043123722
Chris,7,2,0.15242672,0.179404974,0.026978254
Chris,7,3,0.132675886,0.183798313,0.051122427
Chris,7,4,0.13078475,0.150155544,0.019370794
Chris,7,5,0.119798422,0.166224718,0.046426296
Chris,7,6,0.160485506,0.218305111,0.057819605
Chris,7,7,0.148752928,0.180086136,0.031333208
Chris,7,8,0.151075363,0.1680336,0.016958237
Chris,7,9,0.137957811,0.17054987,0.032592058
Chris,7,10,0.14226532,0.203234911,0.060969591
Chris,8,1,0.137793303,0.28904438,0.151251078
Chris,8,2,0.121953726,0.360564232,0.238610506
Chris,8,3,0.140759706,0.255498648,0.114738941
Chris,8,4,0.138352394,0.150483608,0.012131214
Chris,8,5,0.177645922,0.246562719,0.068916798
Chris,8,6,0.154730797,0.364763737,0.21003294
Chris,8,7,0.152073145,0.186155081,0.034081936
Chris,8,8,0.140748978,0.196908474,0.056159496
Chris,8,9,0.149140835,0.204041004,0.054900169
Chris,8,10,0.161726475,0.207074404,0.045347929
Chris,9,1,0.159086227,0.18622756,0.027141333
Chris,9,2,0.147738218,0.173814297,0.026076078
Chris,9,3,0.148821115,0.176492691,0.027671576
Chris,9,4,0.151934147,0.192760944,0.040826797
Chris,9,5,0.184155226,0.253721952,0.069566727
Chris,9,6,0.164030313,0.220791101,0.056760788
Chris,9,7,0.140355587,0.210323572,0.069967985
Chris,9,8,0.202421665,0.386766911,0.184345245
Chris,9,9,0.243003845,0.488112688,0.245108843
Chris,9,10,0.148073673,0.206230164,0.05815649
Chris,10,1,0.141539335,0.145271301,0.003731966
Chris,10,2,0.151603699,0.183304548,0.03170085
Chris,10,3,0.146321535,0.166183949,0.019862413
Chris,10,4,0.169902563,0.220424175,0.050521612
Chris,10,5,0.15610981,0.241951942,0.085842133
Chris,10,6,0.136423111,0.195514679,0.059091568
Chris,10,7,0.145162106,0.199593544,0.054431438
Chris,10,8,0.142467737,0.150918961,0.008451223
Chris,10,9,0.130837202,0.164903879,0.034066677
Chris,10,10,0.147162676,0.183206797,0.036044121
Chris,1,1,0.139600992,0.183104753,0.043503761
Chris,1,2,0.086411476,0.118627548,0.032216072
Chris,1,3,0.112884521,0.148547888,0.035663366
Chris,1,4,0.104115486,0.120942354,0.016826868
Chris,1,5,0.087432861,0.109351873,0.021919012
Chris,1,6,0.0995574,0.106949091,0.007391691
Chris,1,7,0.09235096,0.158585787,0.066234827
Chris,1,8,0.085385561,0.115641356,0.030255795
Chris,1,9,0.089782953,0.096898079,0.007115126
Chris,1,10,0.096953154,0.219857693,0.122904539
Chris,2,1,0.09623003,0.129953623,0.033723593
Chris,2,2,0.105700493,0.172760725,0.067060232
Chris,2,3,0.097234726,0.102445126,0.0052104
Chris,2,4,0.092992783,0.095014572,0.00202179
Chris,2,5,0.092648029,0.08965683,-0.002991199
Chris,2,6,0.089812756,0.078937531,-0.010875225
Chris,2,7,0.103791952,0.108827591,0.005035639
Chris,2,8,0.106753588,0.107511997,0.00075841
Chris,2,9,0.10101819,0.106580496,0.005562305
Chris,2,10,0.110548735,0.11561656,0.005067825
Chris,3,1,0.105061054,0.099291086,-0.005769968
Chris,3,2,0.091969252,0.098013163,0.006043911
Chris,3,3,0.101635456,0.097667933,-0.003967524
Chris,3,4,0.090236187,0.096396446,0.006160259
Chris,3,5,0.101067066,0.100310802,-0.000756264
Chris,3,6,0.098613024,0.115842342,0.017229319
Chris,3,7,0.094718695,0.090918303,-0.003800392
Chris,3,8,0.090598106,0.095285654,0.004687548
Chris,3,9,0.117675781,0.112053633,-0.005622149
Chris,3,10,0.097997189,0.135246992,0.037249804
Chris,4,1,0.120556831,0.134050608,0.013493776
Chris,4,2,0.097768068,0.103275061,0.005506992
Chris,4,3,0.105624676,0.141734362,0.036109686
Chris,4,4,0.103391886,0.099296331,-0.004095554
Chris,4,5,0.114202499,0.109593391,-0.004609108
Chris,4,6,0.101507664,0.113513231,0.012005568
Chris,4,7,0.100344419,0.116211176,0.015866756
Chris,4,8,0.12252593,0.159083843,0.036557913
Chris,4,9,0.119625092,0.105301619,-0.014323473
Chris,4,10,0.109955788,0.125738859,0.015783072
Chris,5,1,0.086850882,0.09802866,0.011177778
Chris,5,2,0.103408098,0.111652374,0.008244276
Chris,5,3,0.177435637,0.217270374,0.039834738
Chris,5,4,0.110343933,0.12203145,0.011687517
Chris,5,5,0.103072882,0.123458385,0.020385504
Chris,5,6,0.081882238,0.37825346,0.296371222
Chris,5,7,0.116055727,0.155482769,0.039427042
Chris,5,8,0.121778965,0.159914255,0.03813529
Chris,5,9,0.111667156,0.142235994,0.030568838
Chris,5,10,0.09965682,0.129865885,0.030209064
Chris,6,1,0.094946384,0.114966631,0.020020247
Chris,6,2,0.132060528,0.260439157,0.12837863
Chris,6,3,0.116259575,0.162569523,0.046309948
Chris,6,4,0.101742029,0.109622002,0.007879972
Chris,6,5,0.121639729,0.131711721,0.010071993
Chris,6,6,0.115703583,0.112752676,-0.002950907
Chris,6,7,0.094976425,0.129164696,0.034188271
Chris,6,8,0.109879971,0.117694378,0.007814407
Chris,6,9,0.119702101,0.188896418,0.069194317
Chris,6,10,0.115190506,0.15509057,0.039900064
Chris,7,1,0.105917215,0.107009888,0.001092672
Chris,7,2,0.120950699,0.117229939,-0.00372076
Chris,7,3,0.112592459,0.131049395,0.018456936
Chris,7,4,0.115993023,0.129472017,0.013478994
Chris,7,5,0.092628002,0.099526405,0.006898403
Chris,7,6,0.114890099,0.130279303,0.015389204
Chris,7,7,0.115539789,0.11391592,-0.001623869
Chris,7,8,0.115907192,0.116633415,0.000726223
Chris,7,9,0.139055252,0.145976543,0.006921291
Chris,7,10,0.118705511,0.135694027,0.016988516
Chris,8,1,0.115884542,0.161976576,0.046092033
Chris,8,2,0.186885595,0.180869341,-0.006016254
Chris,8,3,0.15989852,0.196705818,0.036807299
Chris,8,4,0.121542215,0.102308035,-0.01923418
Chris,8,5,0.130046606,0.156004429,0.025957823
Chris,8,6,0.130597115,0.132912636,0.002315521
Chris,8,7,0.116127968,0.111350298,-0.00477767
Chris,8,8,0.114006281,0.123889446,0.009883165
Chris,8,9,0.120592594,0.121559381,0.000966787
Chris,8,10,0.119872332,0.118599892,-0.00127244
Chris,9,1,0.113352776,0.111715078,-0.001637697
Chris,9,2,0.118827581,0.115100384,-0.003727198
Chris,9,3,0.125238895,0.213386297,0.088147402
Chris,9,4,0.104651451,0.115894318,0.011242867
Chris,9,5,0.111488581,0.247165442,0.135676861
Chris,9,6,0.123086452,0.151415348,0.028328896
Chris,9,7,0.112969637,0.125698566,0.01272893
Chris,9,8,0.126853943,0.127614021,0.000760078
Chris,9,9,0.094336987,0.19874382,0.104406834
Chris,9,10,0.112035513,0.178619862,0.066584349
Chris,10,1,0.105086088,0.156341314,0.051255226
Chris,10,2,0.117993355,0.114280462,-0.003712893
Chris,10,3,0.107591629,0.100950241,-0.006641388
Chris,10,4,0.116037607,0.12775898,0.011721373
Chris,10,5,0.114729643,0.155119658,0.040390015
Chris,10,6,0.130482435,0.131435871,0.000953436
Chris,10,7,0.121274233,0.141600132,0.020325899
Chris,10,8,0.126963377,0.128043175,0.001079798
Chris,10,9,0.129971504,0.13579011,0.005818605
Chris,10,10,0.124805212,0.136884928,0.012079716
Chris,1,1,0.173499107,0.15186429,-0.021634817
Chris,1,2,0.148882389,0.134773016,-0.014109373
Chris,1,3,0.157800198,0.080558538,-0.077241659
Chris,1,4,0.138841152,0.076995134,-0.061846018
Chris,1,5,0.141286373,0.075594187,-0.065692186
Chris,1,6,0.14105773,0.094844341,-0.046213388
Chris,1,7,0.147962809,0.070688009,-0.077274799
Chris,1,8,0.152971268,0.078179121,-0.074792147
Chris,1,9,0.163789511,0.105345249,-0.058444262
Chris,1,10,0.188937664,0.164304495,-0.024633169
Chris,2,1,0.165397167,0.111606359,-0.053790808
Chris,2,2,0.179951191,0.142450571,-0.03750062
Chris,2,3,0.155910969,0.101370573,-0.054540396
Chris,2,4,0.139953136,0.106131077,-0.03382206
Chris,2,5,0.154820681,0.103404284,-0.051416397
Chris,2,6,0.153334618,0.094116449,-0.059218168
Chris,2,7,0.173083782,0.104424238,-0.068659544
Chris,2,8,0.173231363,0.139326572,-0.033904791
Chris,2,9,0.154669046,0.11156702,-0.043102026
Chris,2,10,0.153124809,0.095000267,-0.058124542
Chris,3,1,0.159763813,0.111760855,-0.048002958
Chris,3,2,0.160609245,0.120582819,-0.040026426
Chris,3,3,0.150476694,0.105170727,-0.045305967
Chris,3,4,0.1525774,0.116478682,-0.036098719
Chris,3,5,0.165013552,0.124627829,-0.040385723
Chris,3,6,0.152183294,0.094860315,-0.057322979
Chris,3,7,0.158940792,0.123140335,-0.035800457
Chris,3,8,0.169580936,0.100007296,-0.069573641
Chris,3,9,0.158208847,0.114052057,-0.04415679
Chris,3,10,0.158764839,0.086575508,-0.072189331
Chris,4,1,0.146728277,0.109238863,-0.037489414
Chris,4,2,0.151077986,0.11163497,-0.039443016
Chris,4,3,0.156309843,0.126203537,-0.030106306
Chris,4,4,0.158095121,0.108594894,-0.049500227
Chris,4,5,0.159640074,0.107687235,-0.051952839
Chris,4,6,0.15658164,0.104163885,-0.052417755
Chris,4,7,0.167438507,0.108104706,-0.059333801
Chris,4,8,0.143530369,0.13514328,-0.008387089
Chris,4,9,0.153198719,0.120145798,-0.033052921
Chris,4,10,0.158482552,0.114088774,-0.044393778
Chris,5,1,0.160778999,0.105926275,-0.054852724
Chris,5,2,0.150784254,0.102493286,-0.048290968
Chris,5,3,0.165255547,0.091515064,-0.073740482
Chris,5,4,0.161655426,0.111768723,-0.049886703
Chris,5,5,0.16843605,0.130763292,-0.037672758
Chris,5,6,0.190122128,0.16428709,-0.025835037
Chris,5,7,0.161764145,0.134773493,-0.026990652
Chris,5,8,0.170991898,0.153312922,-0.017678976
Chris,5,9,0.163017035,0.148648739,-0.014368296
Chris,5,10,0.169727802,0.131804228,-0.037923574
Chris,6,1,0.155902147,0.099879026,-0.056023121
Chris,6,2,0.205322027,0.26400423,0.058682203
Chris,6,3,0.177632332,0.258681774,0.081049442
Chris,6,4,0.19526124,0.122528076,-0.072733164
Chris,6,5,0.162585974,0.11285305,-0.049732924
Chris,6,6,0.185439348,0.147582531,-0.037856817
Chris,6,7,0.145000219,0.435902834,0.290902615
Chris,6,8,0.191060066,0.149241447,-0.041818619
Chris,6,9,0.18988657,0.1758008,-0.01408577
Chris,6,10,0.172638655,0.115355492,-0.057283163
Chris,7,1,0.157022238,0.103978157,-0.053044081
Chris,7,2,0.187844515,0.122646809,-0.065197706
Chris,7,3,0.139522076,0.101808786,-0.037713289
Chris,7,4,0.139311314,0.296610117,0.157298803
Chris,7,5,0.167309999,0.104073286,-0.063236713
Chris,7,6,0.17262578,0.136813641,-0.03581214
Chris,7,7,0.175870419,0.11054945,-0.065320969
Chris,7,8,0.15596652,0.116136312,-0.039830208
Chris,7,9,0.164931297,0.11019516,-0.054736137
Chris,7,10,0.165368319,0.171254635,0.005886316
Chris,8,1,0.187553167,0.119607925,-0.067945242
Chris,8,2,0.169122696,0.107458591,-0.061664104
Chris,8,3,0.177953482,0.155417442,-0.022536039
Chris,8,4,0.167668104,0.104102612,-0.063565493
Chris,8,5,0.202343464,0.169641495,-0.032701969
Chris,8,6,0.199699402,0.201435089,0.001735687
Chris,8,7,0.179357767,0.140133381,-0.039224386
Chris,8,8,0.18804121,0.167328119,-0.020713091
Chris,8,9,0.187485933,0.142184496,-0.045301437
Chris,8,10,0.168460369,0.123393297,-0.045067072
Chris,9,1,0.168870687,0.118098974,-0.050771713
Chris,9,2,0.164399385,0.122801304,-0.041598082
Chris,9,3,0.176327467,0.257317781,0.080990314
Chris,9,4,0.166731834,0.1149683,-0.051763535
Chris,9,5,0.158892632,0.131466389,-0.027426243
Chris,9,6,0.158916473,0.104380369,-0.054536104
Chris,9,7,0.165262938,0.131180286,-0.034082651
Chris,9,8,0.173618555,0.14674592,-0.026872635
Chris,9,9,0.126682043,0.097774744,-0.028907299
Chris,9,10,0.183139801,0.229622602,0.046482801
Chris,10,1,0.159394741,0.152484894,-0.006909847
Chris,10,2,0.175448418,0.130217314,-0.045231104
Chris,10,3,0.170661211,0.143777847,-0.026883364
Chris,10,4,0.153133392,0.125329256,-0.027804136
Chris,10,5,0.148771524,0.112756252,-0.036015272
Chris,10,6,0.161815643,0.113041639,-0.048774004
Chris,10,7,0.158261538,0.111610174,-0.046651363
Chris,10,8,0.176145554,0.124497175,-0.051648378
Chris,10,9,0.16711998,0.128735781,-0.038384199
Chris,10,10,0.165056467,0.123377562,-0.041678905
Chris,1,1,0.128443003,0.798907757,0.670464754
Chris,1,2,0.150956869,0.52335763,0.372400761
Chris,1,3,0.113910913,0.701622009,0.587711096
Chris,1,4,0.126600027,0.438097477,0.31149745
Chris,1,5,0.110616207,0.35174346,0.241127253
Chris,1,6,0.116101503,0.286594868,0.170493364
Chris,1,7,0.151228428,0.274505615,0.123277187
Chris,1,8,0.11673522,0.260920525,0.144185305
Chris,1,9,0.105873346,0.209625959,0.103752613
Chris,1,10,0.116036415,0.318623066,0.202586651
Chris,2,1,0.119698763,0.341643095,0.221944332
Chris,2,2,0.141514063,0.492633581,0.351119518
Chris,2,3,0.106206179,0.201984882,0.095778704
Chris,2,4,0.114963055,0.49318409,0.378221035
Chris,2,5,0.103735685,0.178817749,0.075082064
Chris,2,6,0.099189997,0.179971218,0.080781221
Chris,2,7,0.128107548,0.323060274,0.194952726
Chris,2,8,0.134272337,0.266666174,0.132393837
Chris,2,9,0.112769604,0.246569633,0.13380003
Chris,2,10,0.126074791,0.230020761,0.103945971
Chris,3,1,0.133631706,0.348259687,0.214627981
Chris,3,2,0.108195543,0.210199833,0.10200429
Chris,3,3,0.110612392,0.204248667,0.093636274
Chris,3,4,0.094609499,0.216210604,0.121601105
Chris,3,5,0.117273092,0.227248669,0.109975576
Chris,3,6,0.118448019,0.211377144,0.092929125
Chris,3,7,0.136126041,0.486301899,0.350175858
Chris,3,8,0.106922388,0.210977077,0.104054689
Chris,3,9,0.113102198,0.191835165,0.078732967
Chris,3,10,0.121094465,0.349136591,0.228042126
Chris,4,1,0.098829269,0.223669529,0.12484026
Chris,4,2,0.12275815,0.276118517,0.153360367
Chris,4,3,0.103923082,0.679282427,0.575359344
Chris,4,4,0.107600451,0.26479578,0.15719533
Chris,4,5,0.124897242,0.234882832,0.10998559
Chris,4,6,0.117408276,0.227684021,0.110275745
Chris,4,7,0.128972769,0.304975271,0.176002502
Chris,4,8,0.145840645,0.281772614,0.135931969
Chris,4,9,0.118288517,0.216750145,0.098461628
Chris,4,10,0.127090931,0.253928423,0.126837492
Chris,5,1,0.10991621,0.206543207,0.096626997
Chris,5,2,0.125586033,0.217488527,0.091902494
Chris,5,3,0.132725716,0.243691444,0.110965729
Chris,5,4,0.134782076,0.30419755,0.169415474
Chris,5,5,0.116812944,0.242939711,0.126126766
Chris,5,6,0.10807085,0.244124413,0.136053562
Chris,5,7,0.154042721,0.309025526,0.154982805
Chris,5,8,0.134002447,0.292717457,0.15871501
Chris,5,9,0.154379129,0.501603842,0.347224712
Chris,5,10,0.153920174,0.271468878,0.117548704
Chris,6,1,0.12490797,0.231037855,0.106129885
Chris,6,2,0.144690037,0.244225025,0.099534988
Chris,6,3,0.113552809,0.240834475,0.127281666
Chris,6,4,0.135171652,0.383829355,0.248657703
Chris,6,5,0.13623786,0.230927706,0.094689846
Chris,6,6,0.118285656,0.222122431,0.103836775
Chris,6,7,0.120909214,0.34196949,0.221060276
Chris,6,8,0.150846958,0.635923147,0.485076189
Chris,6,9,0.13335371,0.404861689,0.271507978
Chris,6,10,0.139224529,0.298660755,0.159436226
Chris,7,1,0.114642859,0.217524052,0.102881193
Chris,7,2,0.147933722,0.350003242,0.202069521
Chris,7,3,0.122783661,0.221768379,0.098984718
Chris,7,4,0.142987967,0.20979619,0.066808224
Chris,7,5,0.146706104,0.229065418,0.082359314
Chris,7,6,0.128706932,0.235605955,0.106899023
Chris,7,7,0.139208317,0.277225018,0.138016701
Chris,7,8,0.124215364,0.240410566,0.116195202
Chris,7,9,0.122489214,0.276715755,0.154226542
Chris,7,10,0.112495422,0.195223093,0.082727671
Chris,8,1,0.125144482,0.205294132,0.080149651
Chris,8,2,0.146031618,0.225996733,0.079965115
Chris,8,3,0.140549183,0.171897411,0.031348228
Chris,8,4,0.112825155,0.185128927,0.072303772
Chris,8,5,0.163226843,0.46176815,0.298541307
Chris,8,6,0.146573067,0.333610296,0.18703723
Chris,8,7,0.152032375,0.267189264,0.115156889
Chris,8,8,0.129819155,0.26683116,0.137012005
Chris,8,9,0.127061844,0.302873135,0.175811291
Chris,8,10,0.117995024,0.220013857,0.102018833
Chris,9,1,0.127838135,0.242700577,0.114862442
Chris,9,2,0.122071505,0.214928389,0.092856884
Chris,9,3,0.12156415,0.263676643,0.142112494
Chris,9,4,0.123905182,0.221660137,0.097754955
Chris,9,5,0.103913069,0.212175608,0.108262539
Chris,9,6,0.140871525,0.248025894,0.107154369
Chris,9,7,0.112038612,0.216130972,0.10409236
Chris,9,8,0.110159636,0.228796005,0.11863637
Chris,9,9,0.128036976,0.245989561,0.117952585
Chris,9,10,0.146490574,0.341473579,0.194983006
Chris,10,1,0.140897274,0.244495153,0.103597879
Chris,10,2,0.128943682,0.264075518,0.135131836
Chris,10,3,0.113258123,0.210930824,0.097672701
Chris,10,4,0.123725176,0.244002342,0.120277166
Chris,10,5,0.120184422,0.244848728,0.124664307
Chris,10,6,0.119973421,0.21877861,0.098805189
Chris,10,7,0.114109039,0.21262908,0.098520041
Chris,10,8,0.118627787,0.220076799,0.101449013
Chris,10,9,0.116221189,0.235031605,0.118810415
Chris,10,10,0.148446321,0.524536133,0.376089811
Chris,1,1,0.093668699,0.570650816,0.476982117
Chris,1,2,0.094937086,0.288622379,0.193685293
Chris,1,3,0.088227749,0.318080425,0.229852676
Chris,1,4,0.101649523,0.239057064,0.137407541
Chris,1,5,0.100632191,0.318903685,0.218271494
Chris,1,6,0.103051186,0.256206274,0.153155088
Chris,1,7,0.106916904,0.527711868,0.420794964
Chris,1,8,0.102971792,0.213891506,0.110919714
Chris,1,9,0.090214968,0.25203824,0.161823273
Chris,1,10,0.051789284,0.552827597,0.501038313
Chris,2,1,0.102908134,0.229436636,0.126528502
Chris,2,2,0.091023684,0.204234123,0.11321044
Chris,2,3,0.101443052,0.199037552,0.0975945
Chris,2,4,0.115736723,0.715072632,0.599335909
Chris,2,5,0.101080418,0.218815804,0.117735386
Chris,2,6,0.089410782,0.297023296,0.207612514
Chris,2,7,0.160929918,0.313974142,0.153044224
Chris,2,8,0.158235073,0.338313818,0.180078745
Chris,2,9,0.088022232,0.214665174,0.126642942
Chris,2,10,0.091138601,0.224979401,0.133840799
Chris,3,1,0.091782808,0.203099489,0.111316681
Chris,3,2,0.120054245,0.362454891,0.242400646
Chris,3,3,0.086366653,0.185122252,0.098755598
Chris,3,4,0.083136082,0.188057423,0.104921341
Chris,3,5,0.102669716,0.207794189,0.105124474
Chris,3,6,0.093695879,0.221904516,0.128208637
Chris,3,7,0.114562273,0.272772312,0.158210039
Chris,3,8,0.096153975,0.201131821,0.104977846
Chris,3,9,0.112947464,0.234229565,0.121282101
