subject,sessionIndex,rep,Hold,Down-Down,Up-Down
Azfar,8,3,0.139370203,0.194777727,0.055407524
Azfar,8,4,0.170242786,0.406037569,0.235794783
Azfar,8,5,0.134335995,0.376032114,0.241696119
Azfar,8,6,0.145791054,0.249839306,0.104048252
Azfar,8,7,0.136637211,0.382300615,0.245663404
Azfar,8,8,0.177680731,0.757525206,0.579844475
Azfar,8,9,0.155208588,0.210472584,0.055263996
Azfar,8,10,0.151189327,0.124830723,-0.026358604
Azfar,9,1,0.173409939,0.370448589,0.197038651
Azfar,9,2,0.163925171,0.195854187,0.031929016
Azfar,9,3,0.132515192,0.302660704,0.170145512
Azfar,9,4,0.139310837,0.209063768,0.069752932
Azfar,9,5,0.183678627,0.310987234,0.127308607
Azfar,9,6,0.157552242,0.309394121,0.151841879
Azfar,9,7,0.133229733,0.239176273,0.105946541
Azfar,9,8,0.153892756,0.633166313,0.479273558
Azfar,9,9,0.160828352,0.387660265,0.226831913
Azfar,9,10,0.138027668,0.688527346,0.550499678
Azfar,10,1,0.161290169,0.758022308,0.59673214
Azfar,10,2,0.155144691,0.225991011,0.070846319
Azfar,10,3,0.17689538,0.246025801,0.069130421
Azfar,10,4,0.153504133,0.179130316,0.025626183
Azfar,10,5,0.171422958,0.236099243,0.064676285
Azfar,10,6,0.185475111,0.231805325,0.046330214
Azfar,10,7,0.150368452,0.207268238,0.056899786
Azfar,10,8,0.146175146,0.226739407,0.08056426
Azfar,10,9,0.155357599,0.496913195,0.341555595
Azfar,10,10,0.165376425,0.3512187,0.185842276
Azfar,1,1,0.155958891,0.197297573,0.041338682
Azfar,1,2,0.137549877,0.61889267,0.481342793
Azfar,1,3,0.161333799,0.191622496,0.030288696
Azfar,1,4,0.155716419,0.522880554,0.367164135
Azfar,1,5,0.185811758,0.291051149,0.105239391
Azfar,1,6,0.154790163,0.579981804,0.425191641
Azfar,1,7,0.175118685,0.335199118,0.160080433
Azfar,1,8,0.181736469,0.45877552,0.277039051
Azfar,1,9,0.155298471,0.225524664,0.070226192
Azfar,1,10,0.130050898,0.204459906,0.074409008
Azfar,2,1,0.150802851,0.165060282,0.014257431
Azfar,2,2,0.156272411,0.215821981,0.05954957
Azfar,2,3,0.145475388,0.148929119,0.003453732
Azfar,2,4,0.131443977,0.150410891,0.018966913
Azfar,2,5,0.150568247,0.298224449,0.147656202
Azfar,2,6,0.155712843,0.170840025,0.015127182
Azfar,2,7,0.143351316,0.21693182,0.073580503
Azfar,2,8,0.165911436,0.205844402,0.039932966
Azfar,2,9,0.160358906,0.220728636,0.06036973
Azfar,2,10,0.165430069,0.201625109,0.03619504
Azfar,3,1,0.136464119,0.236173391,0.099709272
Azfar,3,2,0.144341707,0.196862459,0.052520752
Azfar,3,3,0.165344477,0.221170187,0.05582571
Azfar,3,4,0.146147251,0.699146986,0.552999735
Azfar,3,5,0.150776386,0.387541533,0.236765146
Azfar,3,6,0.156568766,0.225927353,0.069358587
Azfar,3,7,0.164315701,0.354474545,0.190158844
Azfar,3,8,0.159893513,0.239885569,0.079992056
Azfar,3,9,0.16543889,1.034220934,0.868782043
Azfar,3,10,0.146053791,0.429983377,0.283929586
Azfar,4,1,0.172687769,0.286465883,0.113778114
Azfar,4,2,0.148150682,0.260388374,0.112237692
Azfar,4,3,0.164297104,0.189397335,0.025100231
Azfar,4,4,0.155615091,0.211000681,0.05538559
Azfar,4,5,0.166272163,0.314311266,0.148039103
Azfar,4,6,0.166289806,0.418297291,0.252007484
Azfar,4,7,0.159043312,0.235015154,0.075971842
Azfar,4,8,0.155954123,0.210258484,0.054304361
Azfar,4,9,0.171512842,0.199996233,0.028483391
Azfar,4,10,0.162741184,0.211676836,0.048935652
Azfar,5,1,0.158057213,0.206668615,0.048611403
Azfar,5,2,0.173936367,0.219520092,0.045583725
Azfar,5,3,0.18338871,0.242977858,0.059589148
Azfar,5,4,0.170660496,0.219003677,0.048343182
Azfar,5,5,0.179870605,0.219719887,0.039849281
Azfar,5,6,0.143646955,0.222299099,0.078652143
Azfar,5,7,0.1518085,0.185222626,0.033414125
Azfar,5,8,0.146214962,0.479160786,0.332945824
Azfar,5,9,0.179943323,0.231523275,0.051579952
Azfar,5,10,0.194890976,0.269518375,0.074627399
Azfar,6,1,0.179879427,0.259511709,0.079632282
Azfar,6,2,0.160940647,0.216281414,0.055340767
Azfar,6,3,0.182085276,0.267901659,0.085816383
Azfar,6,4,0.141216755,0.18133235,0.040115595
Azfar,6,5,0.164762735,0.176721811,0.011959076
Azfar,6,6,0.160937071,0.212142706,0.051205635
Azfar,6,7,0.155725002,0.200699329,0.044974327
Azfar,6,8,0.155435085,0.250679493,0.095244408
Azfar,6,9,0.146084309,0.276418924,0.130334616
Azfar,6,10,0.176183939,0.251232624,0.075048685
Azfar,7,1,0.173077822,0.212032795,0.038954973
Azfar,7,2,0.154083252,0.206939936,0.052856684
Azfar,7,3,0.135605574,0.269660711,0.134055138
Azfar,7,4,0.15550518,0.204758167,0.049252987
Azfar,7,5,0.146316051,0.156112194,0.009796143
Azfar,7,6,0.166260481,0.998257875,0.831997395
Azfar,7,7,0.167812824,0.226425171,0.058612347
Azfar,7,8,0.105946064,0.589583874,0.48363781
Azfar,7,9,0.146113873,0.17173171,0.025617838
Azfar,7,10,0.157847881,1.090261221,0.93241334
Azfar,8,1,0.160274744,0.284750462,0.124475718
Azfar,8,2,0.163052559,0.243629932,0.080577374
Azfar,8,3,0.162186384,0.249168634,0.08698225
Azfar,8,4,0.15641284,0.242913008,0.086500168
Azfar,8,5,0.166635752,3.2404356,3.073799849
Azfar,8,6,0.142622709,0.170427322,0.027804613
Azfar,8,7,0.161553144,0.221890688,0.060337543
Azfar,8,8,0.135447979,0.394733191,0.259285212
Azfar,8,9,0.1644032,0.502434254,0.338031054
Azfar,8,10,0.182413578,0.220591784,0.038178205
Azfar,9,1,0.142429113,0.204448223,0.06201911
Azfar,9,2,0.1483531,0.15273428,0.00438118
Azfar,9,3,0.151504278,0.201592684,0.050088406
Azfar,9,4,0.158745766,0.592359066,0.4336133
Azfar,9,5,0.166648626,0.237224102,0.070575476
Azfar,9,6,0.159931183,0.290785313,0.13085413
Azfar,9,7,0.155199766,0.196040869,0.040841103
Azfar,9,8,0.165750504,0.224899769,0.059149265
Azfar,9,9,0.14440155,0.174136877,0.029735327
Azfar,9,10,0.150634766,0.211304426,0.060669661
Azfar,10,1,0.154588938,0.255611658,0.10102272
Azfar,10,2,0.164792538,0.447477341,0.282684803
Azfar,10,3,0.16050601,0.165129662,0.004623652
Azfar,10,4,0.166256666,0.190612555,0.024355888
Azfar,10,5,0.18178916,0.221056938,0.039267778
Azfar,10,6,0.181455135,0.216802359,0.035347223
Azfar,10,7,0.160564661,0.219902515,0.059337854
Azfar,10,8,0.171529293,0.225708961,0.054179668
Azfar,10,9,0.186331511,0.246691704,0.060360193
Azfar,10,10,0.189095974,0.200252056,0.011156082
Azfar,1,1,0.128907681,0.284132481,0.1552248
Azfar,1,2,0.135186911,0.336918831,0.20173192
Azfar,1,3,0.132256508,0.237014055,0.104757547
Azfar,1,4,0.129780054,0.216132879,0.086352825
Azfar,1,5,0.138534784,0.170853615,0.03231883
Azfar,1,6,0.126574993,0.197224379,0.070649385
Azfar,1,7,0.131517649,0.3531425,0.221624851
Azfar,1,8,0.125412226,0.255686283,0.130274057
Azfar,1,9,0.148713112,0.175748587,0.027035475
Azfar,1,10,0.141242981,0.423559189,0.282316208
Azfar,2,1,0.147456884,0.217007875,0.069550991
Azfar,2,2,0.116049767,0.245773315,0.129723549
Azfar,2,3,0.126354218,0.171133041,0.044778824
Azfar,2,4,0.141456127,0.216181517,0.074725389
Azfar,2,5,0.14699769,0.149943113,0.002945423
Azfar,2,6,0.120370626,0.171335936,0.050965309
Azfar,2,7,0.129042625,0.159275293,0.030232668
Azfar,2,8,0.137089491,0.167957306,0.030867815
Azfar,2,9,0.139198542,0.201548815,0.062350273
Azfar,2,10,0.109132051,0.144215345,0.035083294
Azfar,3,1,0.123853445,0.240921497,0.117068052
Azfar,3,2,0.133777618,0.205945253,0.072167635
Azfar,3,3,0.145107985,0.321827888,0.176719904
Azfar,3,4,0.139971018,0.192882538,0.05291152
Azfar,3,5,0.150660753,0.195277691,0.044616938
Azfar,3,6,0.134941339,0.155391693,0.020450354
Azfar,3,7,0.130073547,0.49232173,0.362248182
Azfar,3,8,0.134912968,0.195927382,0.061014414
Azfar,3,9,0.135484695,0.180111885,0.04462719
Azfar,3,10,0.139107466,0.165366173,0.026258707
Azfar,4,1,0.134117603,0.189449549,0.055331945
Azfar,4,2,0.150205135,0.242202282,0.091997147
Azfar,4,3,0.121067762,0.172726631,0.051658869
Azfar,4,4,0.131394863,0.165997744,0.03460288
Azfar,4,5,0.140641689,0.171286583,0.030644894
Azfar,4,6,0.137955666,0.19901371,0.061058044
Azfar,4,7,0.155382395,0.159877777,0.004495382
Azfar,4,8,0.150210142,0.190503836,0.040293694
Azfar,4,9,0.14694953,0.231611013,0.084661484
Azfar,4,10,0.123059511,0.163454294,0.040394783
Azfar,5,1,0.135141373,0.185959578,0.050818205
Azfar,5,2,0.125713348,0.16373229,0.038018942
Azfar,5,3,0.120573044,0.15128994,0.030716896
Azfar,5,4,0.137658596,0.158871412,0.021212816
Azfar,5,5,0.122432232,0.227130413,0.104698181
Azfar,5,6,0.135940552,0.143654823,0.007714272
Azfar,5,7,0.127049685,0.186193705,0.05914402
Azfar,5,8,0.166071177,0.192883015,0.026811838
Azfar,5,9,0.14942646,0.185518265,0.036091805
Azfar,5,10,0.146437883,0.151619911,0.005182028
Azfar,6,1,0.141712427,0.191830635,0.050118208
Azfar,6,2,0.130367994,0.134632826,0.004264832
Azfar,6,3,0.133650064,0.138903618,0.005253553
Azfar,6,4,0.121126413,0.172471046,0.051344633
Azfar,6,5,0.111217022,0.171485424,0.060268402
Azfar,6,6,0.111004114,0.169186354,0.05818224
Azfar,6,7,0.138394117,0.154247761,0.015853643
Azfar,6,8,0.114899397,0.139658451,0.024759054
Azfar,6,9,0.135635376,0.160645247,0.025009871
Azfar,6,10,0.143962383,0.160105944,0.01614356
Azfar,7,1,0.10300827,0.160839081,0.057830811
Azfar,7,2,0.118678808,0.104487658,-0.014191151
Azfar,7,3,0.125142336,0.190713644,0.065571308
Azfar,7,4,0.14620018,0.192583799,0.046383619
Azfar,7,5,0.150304794,0.155520678,0.005215883
Azfar,7,6,0.11623764,0.548991919,0.432754278
Azfar,7,7,0.121174812,0.225988865,0.104814053
Azfar,7,8,0.142601013,0.179692984,0.03709197
Azfar,7,9,0.133163929,0.17156601,0.038402081
Azfar,7,10,0.154552937,0.191089153,0.036536217
Azfar,8,1,0.155222416,0.205095768,0.049873352
Azfar,8,2,0.146616459,0.185950994,0.039334536
Azfar,8,3,0.14720583,0.17778039,0.03057456
Azfar,8,4,0.145322323,0.170328617,0.025006294
Azfar,8,5,0.129680872,0.180065393,0.050384521
Azfar,8,6,0.118962526,0.142464399,0.023501873
Azfar,8,7,0.120424509,0.126051903,0.005627394
Azfar,8,8,0.15022707,0.241867304,0.091640234
Azfar,8,9,0.129355192,0.225271225,0.095916033
Azfar,8,10,0.118125916,0.177535534,0.059409618
Azfar,9,1,0.122544527,0.125602245,0.003057718
Azfar,9,2,0.125877857,0.129731178,0.003853321
Azfar,9,3,0.131414175,0.161171198,0.029757023
Azfar,9,4,0.14117074,0.19111681,0.04994607
Azfar,9,5,0.134779453,0.138838053,0.004058599
Azfar,9,6,0.140134096,0.255832434,0.115698338
Azfar,9,7,0.129190445,0.18582058,0.056630135
Azfar,9,8,0.110740423,0.176462889,0.065722466
Azfar,9,9,0.14205122,0.173896074,0.031844854
Azfar,9,10,0.12606287,0.196882725,0.070819855
Azfar,10,1,0.12027216,0.132170916,0.011898756
Azfar,10,2,0.119865894,0.185872316,0.066006422
Azfar,10,3,0.131438732,0.156752825,0.025314093
Azfar,10,4,0.120856762,0.170591116,0.049734354
Azfar,10,5,0.135332823,0.156082869,0.020750046
Azfar,10,6,0.12455368,0.154419184,0.029865503
Azfar,10,7,0.140160322,0.144253492,0.00409317
Azfar,10,8,0.131370306,0.135049343,0.003679037
Azfar,10,9,0.135753155,0.165237188,0.029484034
Azfar,10,10,0.132495165,0.135879517,0.003384352
Azfar,1,1,0.185616493,0.928487539,0.742871046
Azfar,1,2,0.165334225,2.19512558,2.029791355
Azfar,1,3,0.17442894,1.273534536,1.099105597
Azfar,1,4,0.165318251,0.836602688,0.671284437
Azfar,1,5,0.169578791,0.859047174,0.689468384
Azfar,1,6,0.150248289,1.907442093,1.757193804
Azfar,1,7,0.119186401,0.455902338,0.336715937
Azfar,1,8,0.133076429,0.401985884,0.268909454
Azfar,1,9,0.161275387,1.21919179,1.057916403
Azfar,1,10,0.160905838,0.837286711,0.676380873
Azfar,2,1,0.153652668,0.371501446,0.217848778
Azfar,2,2,0.135494232,0.346805334,0.211311102
Azfar,2,3,0.176794529,0.638907671,0.462113142
Azfar,2,4,0.161422729,0.320115805,0.158693075
Azfar,2,5,0.10934186,0.661857128,0.552515268
Azfar,2,6,0.124444962,0.324839354,0.200394392
Azfar,2,7,0.152901649,0.406533241,0.253631592
Azfar,2,8,0.138293743,0.340067625,0.201773882
Azfar,2,9,0.145006657,1.200857878,1.055851221
Azfar,2,10,0.147776604,1.156544924,1.00876832
Azfar,3,1,0.155340672,0.502554893,0.347214222
Azfar,3,2,0.128598928,0.340205908,0.211606979
Azfar,3,3,0.16606617,0.889405966,0.723339796
Azfar,3,4,0.122563124,0.538802147,0.416239023
Azfar,3,5,0.135614872,0.598271847,0.462656975
Azfar,3,6,0.151366711,0.351250172,0.199883461
Azfar,3,7,0.161505938,0.833379269,0.671873331
Azfar,3,8,0.154425859,0.385383606,0.230957747
Azfar,3,9,0.13667798,0.599005461,0.46232748
Azfar,3,10,0.12469697,0.497262478,0.372565508
Azfar,4,1,0.127109528,0.391319036,0.264209509
Azfar,4,2,0.129699707,0.415708303,0.286008596
Azfar,4,3,0.149451256,0.651396751,0.501945496
Azfar,4,4,0.125240326,0.35074544,0.225505114
Azfar,4,5,0.159410715,0.365373135,0.20596242
Azfar,4,6,0.144252777,0.400221109,0.255968332
Azfar,4,7,0.149811506,0.371967077,0.222155571
Azfar,4,8,0.109870434,0.307248592,0.197378159
Azfar,4,9,0.134457588,0.385938168,0.251480579
Azfar,4,10,0.141439199,0.407867193,0.266427994
Azfar,5,1,0.144636154,0.360654831,0.216018677
Azfar,5,2,0.132472992,0.322914362,0.19044137
Azfar,5,3,0.139854431,0.306923866,0.167069435
Azfar,5,4,0.135242224,0.376770496,0.241528273
Azfar,5,5,0.141067266,0.31786561,0.176798344
Azfar,5,6,0.131800175,0.285769939,0.153969765
Azfar,5,7,0.140173674,0.331212521,0.191038847
Azfar,5,8,0.144196987,0.333357811,0.189160824
Azfar,5,9,0.129394293,0.315316916,0.185922623
Azfar,5,10,0.114062786,0.280618906,0.16655612
Azfar,6,1,0.144777536,0.351366043,0.206588507
Azfar,6,2,0.142080784,0.407415152,0.265334368
Azfar,6,3,0.151229143,0.855177879,0.703948736
Azfar,6,4,0.147853136,0.609123945,0.461270809
Azfar,6,5,0.121191263,0.300173759,0.178982496
Azfar,6,6,0.135752678,0.3925035,0.256750822
Azfar,6,7,0.121915102,0.438610792,0.31669569
Azfar,6,8,0.136232615,0.408064842,0.271832228
Azfar,6,9,0.114510536,0.436795473,0.322284937
Azfar,6,10,0.130017757,0.377784014,0.247766256
Azfar,7,1,0.164482355,0.326916218,0.162433863
Azfar,7,2,0.154204607,0.390380859,0.236176252
Azfar,7,3,0.140370131,0.386007071,0.24563694
Azfar,7,4,0.150245905,1.419237614,1.268991709
Azfar,7,5,0.150286674,0.416029215,0.26574254
Azfar,7,6,0.155317068,0.683042288,0.52772522
Azfar,7,7,0.130275011,0.445880413,0.315605402
Azfar,7,8,0.125335693,0.336140156,0.210804462
Azfar,7,9,0.14357996,0.390269995,0.246690035
Azfar,7,10,0.129643917,0.415302038,0.285658121
Azfar,8,1,0.105676889,0.331800699,0.22612381
Azfar,8,2,0.155777931,0.436503649,0.280725718
Azfar,8,3,0.140782833,0.351090908,0.210308075
Azfar,8,4,0.135679483,0.385804653,0.25012517
Azfar,8,5,0.141183615,0.416260242,0.275076628
Azfar,8,6,0.149448395,0.319647074,0.170198679
Azfar,8,7,0.14545846,0.320051193,0.174592733
Azfar,8,8,0.139924049,1.260215759,1.12029171
Azfar,8,9,0.140552998,0.366814375,0.226261377
Azfar,8,10,0.152541161,0.370154858,0.217613697
Azfar,9,1,0.147405386,0.301448345,0.154042959
Azfar,9,2,0.173289299,0.388566256,0.215276957
Azfar,9,3,0.126247168,0.32133317,0.195086002
Azfar,9,4,0.134912729,0.394054651,0.259141922
Azfar,9,5,0.153468132,0.336839199,0.183371067
Azfar,9,6,0.140789986,0.372502804,0.231712818
Azfar,9,7,0.146905422,0.474338531,0.327433109
Azfar,9,8,0.149737358,0.516525745,0.366788387
Azfar,9,9,0.148490191,0.337796688,0.189306498
Azfar,9,10,0.148938894,0.399756193,0.250817299
Azfar,10,1,0.13974309,0.334602833,0.194859743
Azfar,10,2,0.131036997,0.356062889,0.225025892
Azfar,10,3,0.200629234,0.641885996,0.441256762
Azfar,10,4,0.159980774,0.356660843,0.196680069
Azfar,10,5,0.167200804,0.365863562,0.198662758
Azfar,10,6,0.161064863,0.354647875,0.193583012
Azfar,10,7,0.128595829,0.307783365,0.179187536
Azfar,10,8,0.176888943,0.594033718,0.417144775
Azfar,10,9,0.165555716,0.767391682,0.601835966
Azfar,10,10,0.150752783,1.10221839,0.951465607
Azfar,1,1,0.181736708,1.547520638,1.36578393
Azfar,1,2,0.189083099,1.827754974,1.638671875
Azfar,1,3,0.187592745,0.51950407,0.331911325
Azfar,1,4,0.171315432,0.51232934,0.341013908
Azfar,1,5,0.155405283,0.543563843,0.38815856
Azfar,1,6,0.200677633,0.951862097,0.751184464
Azfar,1,7,0.130605221,0.662037611,0.53143239
Azfar,1,8,0.147733927,2.076646566,1.92891264
Azfar,1,9,0.188463449,1.518624067,1.330160618
Azfar,1,10,0.145843267,0.502407551,0.356564283
Azfar,2,1,0.160930634,0.472241879,0.311311245
Azfar,2,2,0.155682325,0.420796871,0.265114546
Azfar,2,3,0.134779453,0.428429604,0.29365015
Azfar,2,4,0.134059668,0.427381039,0.293321371
Azfar,2,5,0.136814356,0.472758055,0.335943699
Azfar,2,6,0.135715008,0.417444229,0.281729221
Azfar,2,7,0.16702652,0.488383293,0.321356773
Azfar,2,8,0.150629044,0.431320667,0.280691624
Azfar,2,9,0.141208887,0.500537634,0.359328747
Azfar,2,10,0.170264006,0.521632195,0.351368189
Azfar,3,1,0.140752792,0.426067114,0.285314322
Azfar,3,2,0.150370359,0.444003582,0.293633223
Azfar,3,3,0.134012222,0.400172234,0.266160011
Azfar,3,4,0.146932125,0.428664446,0.281732321
Azfar,3,5,0.173076391,1.132847309,0.959770918
Azfar,3,6,0.160075426,0.430731297,0.27065587
Azfar,3,7,0.161932468,0.48835969,0.326427221
Azfar,3,8,0.156693459,0.760512352,0.603818893
Azfar,3,9,0.131214857,0.391489983,0.260275126
Azfar,3,10,0.14387536,0.591434002,0.447558641
Azfar,4,1,0.167748213,0.537648201,0.369899988
Azfar,4,2,0.149773836,0.415929794,0.266155958
Azfar,4,3,0.115655184,0.451819181,0.336163998
Azfar,4,4,0.161693811,0.427326679,0.265632868
Azfar,4,5,0.149742126,0.407259464,0.257517338
Azfar,4,6,0.146500349,0.39768672,0.251186371
Azfar,4,7,0.145463228,0.406804085,0.261340857
Azfar,4,8,0.166588545,0.421509504,0.254920959
Azfar,4,9,0.156141996,0.403233528,0.247091532
Azfar,4,10,0.139086962,0.762158871,0.623071909
Azfar,5,1,0.166249037,0.420238018,0.253988981
Azfar,5,2,0.15042448,0.40203166,0.25160718
Azfar,5,3,0.123367786,0.388506413,0.265138626
Azfar,5,4,0.14926672,0.561545849,0.412279129
Azfar,5,5,0.163700581,0.527370453,0.363669872
Azfar,5,6,0.134390116,0.44165659,0.307266474
Azfar,5,7,0.159390211,0.456930399,0.297540188
Azfar,5,8,0.13251853,0.418138027,0.285619497
Azfar,5,9,0.13218689,0.377185583,0.244998693
Azfar,5,10,0.132457495,0.391059875,0.258602381
Azfar,6,1,0.165752411,0.859032869,0.693280458
Azfar,6,2,0.13098526,0.406639099,0.275653839
Azfar,6,3,0.154019833,0.984107494,0.830087662
Azfar,6,4,0.157720804,0.462962627,0.305241823
Azfar,6,5,0.137147903,0.353127241,0.215979338
Azfar,6,6,0.155292273,0.46561861,0.310326338
Azfar,6,7,0.164925575,0.416591883,0.251666307
Azfar,6,8,0.131658554,0.5987854,0.467126846
Azfar,6,9,0.159769297,0.609526396,0.449757099
Azfar,6,10,0.160385847,0.517303228,0.356917381
Azfar,7,1,0.155692339,0.454813719,0.29912138
Azfar,7,2,0.150599003,0.446341276,0.295742273
Azfar,7,3,0.156722069,1.982970715,1.826248646
Azfar,7,4,0.156683207,0.478640079,0.321956873
Azfar,7,5,0.160928249,0.441922188,0.280993938
Azfar,7,6,0.119353294,0.421960115,0.302606821
Azfar,7,7,0.13675952,0.468094349,0.331334829
Azfar,7,8,0.150520325,0.733373404,0.582853079
Azfar,7,9,0.135397673,0.434129477,0.298731804
Azfar,7,10,0.10639739,0.402450085,0.296052694
Azfar,8,1,0.157442093,0.662287474,0.504845381
Azfar,8,2,0.134382963,0.41629529,0.281912327
Azfar,8,3,0.136214256,0.422297001,0.286082745
Azfar,8,4,0.126651764,0.397815228,0.271163464
Azfar,8,5,0.16138339,0.678770304,0.517386913
Azfar,8,6,0.201425314,0.463337421,0.261912107
Azfar,8,7,0.159199476,0.516188622,0.356989145
Azfar,8,8,0.147401333,0.683110237,0.535708904
Azfar,8,9,0.140364647,0.412801981,0.272437334
Azfar,8,10,0.145097494,0.96135664,0.816259146
Azfar,9,1,0.15087533,0.381082296,0.230206966
Azfar,9,2,0.155424595,0.575984955,0.42056036
Azfar,9,3,0.133725405,0.366789818,0.233064413
Azfar,9,4,0.123622179,0.391710281,0.268088102
Azfar,9,5,0.136263371,0.354380608,0.218117237
Azfar,9,6,0.135858536,0.387364626,0.25150609
Azfar,9,7,0.128408194,0.344124317,0.215716124
Azfar,9,8,0.156280518,0.456681013,0.300400496
Azfar,9,9,0.142181635,0.34799552,0.205813885
Azfar,9,10,0.157179832,0.38562417,0.228444338
Azfar,10,1,0.134854317,0.416576862,0.281722546
Azfar,10,2,0.130269289,0.371276855,0.241007566
Azfar,10,3,0.178071499,0.497282982,0.319211483
Azfar,10,4,0.140926838,0.380895376,0.239968538
Azfar,10,5,0.145664454,0.459775686,0.314111233
Azfar,10,6,0.131983042,0.364545822,0.23256278
Azfar,10,7,0.176503897,1.302085876,1.12558198
Azfar,10,8,0.121445894,0.808979273,0.687533379
Azfar,10,9,0.158860683,0.444324255,0.285463572
Azfar,10,10,0.158780575,1.468702793,1.309922218
Azfar,1,1,0.211370468,0.627304792,0.415934324
Azfar,1,2,0.155041456,0.643049479,0.488008022
Azfar,1,3,0.184143543,0.566866159,0.382722616
Azfar,1,4,0.15690279,1.302616119,1.145713329
Azfar,1,5,0.169673204,0.546626091,0.376952887
Azfar,1,6,0.147621632,0.411327362,0.26370573
Azfar,1,7,0.161622763,0.515462637,0.353839874
Azfar,1,8,0.159971476,1.053087234,0.893115759
Azfar,1,9,0.154638529,0.351368666,0.196730137
Azfar,1,10,0.166062117,0.325297356,0.159235239
Azfar,2,1,0.204229355,0.332399368,0.128170013
Azfar,2,2,0.199807167,0.347498894,0.147691727
Azfar,2,3,0.204955578,2.068037271,1.863081694
Azfar,2,4,0.176887274,0.463211298,0.286324024
Azfar,2,5,0.165590048,0.351449728,0.18585968
Azfar,2,6,0.201550722,1.627651215,1.426100492
Azfar,2,7,0.178458691,0.362490654,0.184031963
Azfar,2,8,0.182520628,0.275444269,0.092923641
Azfar,2,9,0.162994385,0.337175131,0.174180746
Azfar,2,10,0.165983438,0.291401386,0.125417948
Azfar,3,1,0.171666861,0.408776999,0.237110138
Azfar,3,2,0.163710833,1.6152215,1.451510668
Azfar,3,3,0.182531357,3.340102911,3.157571554
Azfar,3,4,0.170559883,0.346284866,0.175724983
Azfar,3,5,0.197955132,0.755420923,0.557465792
Azfar,3,6,0.197719812,0.443820477,0.246100664
Azfar,3,7,0.17560482,0.264904022,0.089299202
Azfar,3,8,0.175199747,0.346434832,0.171235085
Azfar,3,9,0.192131996,1.76359868,1.571466684
Azfar,3,10,0.18276763,0.271120071,0.088352442
Azfar,4,1,0.16732645,0.343046904,0.175720453
Azfar,4,2,0.181756496,1.944759846,1.763003349
Azfar,4,3,0.181564569,0.458756924,0.277192354
Azfar,4,4,0.18144846,0.275405645,0.093957186
Azfar,4,5,0.170197964,0.28813839,0.117940426
Azfar,4,6,0.179785013,0.255401611,0.075616598
Azfar,4,7,0.181739092,0.573292732,0.39155364
Azfar,4,8,0.171135664,0.282772303,0.111636639
Azfar,4,9,0.1820333,0.257770061,0.075736761
Azfar,4,10,0.175543785,0.275553465,0.10000968
Azfar,5,1,0.189312458,0.487883568,0.29857111
Azfar,5,2,0.186299562,0.280344009,0.094044447
Azfar,5,3,0.182259321,0.553894043,0.371634722
Azfar,5,4,0.176589966,0.539123058,0.362533092
Azfar,5,5,0.187176466,0.319231272,0.132054806
Azfar,5,6,0.191095829,0.512292862,0.321197033
Azfar,5,7,0.166052103,0.548039436,0.381987333
Azfar,5,8,0.171824694,1.330568314,1.15874362
Azfar,5,9,0.186180353,0.332786083,0.14660573
Azfar,5,10,0.17678833,0.418593645,0.241805315
Azfar,6,1,0.156410933,0.328417301,0.172006369
Azfar,6,2,0.176168919,0.287851095,0.111682177
Azfar,6,3,0.166888952,0.275017023,0.108128071
Azfar,6,4,0.19668293,2.090385675,1.893702745
Azfar,6,5,0.175370455,0.289921761,0.114551306
Azfar,6,6,0.172432899,0.23977232,0.06733942
Azfar,6,7,0.195528507,0.300872326,0.105343819
Azfar,6,8,0.150300264,0.296065569,0.145765305
Azfar,6,9,0.182444334,0.264954805,0.082510471
Azfar,6,10,0.189806938,0.316318989,0.126512051
Azfar,7,1,0.180507898,1.77990818,1.599400282
Azfar,7,2,0.177293777,0.368699789,0.191406012
Azfar,7,3,0.152197123,2.171535015,2.019337893
Azfar,7,4,0.180764437,0.3866117,0.205847263
Azfar,7,5,0.181474924,0.376693487,0.195218563
Azfar,7,6,0.176538944,0.269919872,0.093380928
Azfar,7,7,0.172428131,0.633052111,0.46062398
Azfar,7,8,0.160853386,0.392980099,0.232126713
Azfar,7,9,0.168814182,0.356676579,0.187862396
Azfar,7,10,0.167820215,0.406846285,0.23902607
Azfar,8,1,0.146968126,0.261621952,0.114653826
Azfar,8,2,0.159345388,0.280058861,0.120713472
Azfar,8,3,0.176298141,0.731630564,0.555332422
Azfar,8,4,0.155772448,1.590827703,1.435055256
Azfar,8,5,0.171172142,0.247514725,0.076342583
Azfar,8,6,0.201428652,0.310559034,0.109130383
Azfar,8,7,0.162462711,0.267015696,0.104552984
Azfar,8,8,0.165771008,1.688323736,1.522552729
Azfar,8,9,0.195310354,0.314754963,0.119444609
Azfar,8,10,0.168464422,0.297887087,0.129422665
Azfar,9,1,0.162438631,1.78892231,1.626483679
Azfar,9,2,0.161902666,0.503591537,0.341688871
Azfar,9,3,0.190156937,0.315830708,0.125673771
Azfar,9,4,0.173541307,0.329789639,0.156248331
Azfar,9,5,0.194483757,1.699410677,1.50492692
Azfar,9,6,0.184365034,0.547281265,0.362916231
Azfar,9,7,0.186557531,0.757504225,0.570946693
Azfar,9,8,0.166078806,0.382572651,0.216493845
Azfar,9,9,0.186025143,0.381950378,0.195925236
